owner,repo_name,commit_id,committer,date,code_added,code_removed,code_size_bytes,code_size_kilobytes
Anuken,Mindustry,938b4e5a00aab68c74532c5142b1e46d9738882e,web-flow,2021-10-18 15:35:45,1,1,2,0.00195
Anuken,Mindustry,c6f6b8e46e952c757ebf7e04dc15a167729746bb,Anuken,2021-10-18 13:58:01,1,1,2,0.00195
Anuken,Mindustry,3a9c0377acf105692029ee8087ce3a99e7994339,Anuken,2021-10-18 02:40:26,4,0,4,0.00391
Anuken,Mindustry,324e5151aa503ef8805308c6a8bd9c1931e01362,Anuken,2021-10-18 02:40:21,28,27,55,0.05371
Anuken,Mindustry,ad8455377cb818e297599fa565d4ef02220aef28,web-flow,2021-10-18 01:56:02,4,0,4,0.00391
Anuken,Mindustry,3c963fb1bc11ed3e55311046c0e95d483adf3bf7,Anuken,2021-10-17 23:55:45,4,0,4,0.00391
Anuken,Mindustry,af3467035bee4a28cb9a807244d4eac6606cc8e7,Anuken,2021-10-17 23:55:37,26,18,44,0.04297
Anuken,Mindustry,b57abf8b6073e12914716e02459b9ec8197ce5ac,web-flow,2021-10-17 21:40:20,4,0,4,0.00391
Anuken,Mindustry,0acd339e33f1de2d8656e17695a7f4ca69a597fd,Anuken,2021-10-17 20:46:39,2,2,4,0.00391
Anuken,Mindustry,e897458e94020d0e8c2a3bcad39c489bb7380b06,Anuken,2021-10-17 20:12:47,1,1,2,0.00195
Anuken,Mindustry,a72adef051d1d44d30578d4e39dd9579b652f07d,Anuken,2021-10-17 20:03:05,1,1,2,0.00195
Anuken,Mindustry,a8ffd6c52011a33147286e39c22d0c68745358b8,Anuken,2021-10-17 19:30:56,83,20,103,0.10059
Anuken,Mindustry,9cb8c6d83db8330e5a93c105447c10548eff6ec3,Anuken,2021-10-17 19:30:52,3,1,4,0.00391
Anuken,Mindustry,59435c8372a52de66f041d2f9641ffc76233a745,web-flow,2021-10-17 19:24:10,25,5,30,0.02930
Anuken,Mindustry,fc9abeb908ead974f6b2a4a3c5b87e80343882be,web-flow,2021-10-17 19:23:59,14,3,17,0.01660
Anuken,Mindustry,ea3802bfc72301b2634b745d729f0f83d88c2ca4,web-flow,2021-10-17 19:23:50,44,12,56,0.05469
Anuken,Mindustry,994f6f7e84cd34002a70d4a57bb9e0ca7d3bc6b1,Anuken,2021-10-17 19:21:41,29,21,50,0.04883
Anuken,Mindustry,ba91fb8eb7bfd0f88a3ddbd104dc033eca17f973,Anuken,2021-10-17 19:14:19,9,10,19,0.01855
Anuken,Mindustry,e6d7330f6e86eca8fd9b27ae00b2ce58f554e143,Anuken,2021-10-17 19:01:29,1,1,2,0.00195
Anuken,Mindustry,be1561b0cb957389a9f3b89e41357168b44a755a,Anuken,2021-10-17 03:17:54,2,1,3,0.00293
Anuken,Mindustry,b271f5b630f629af49f6b60cf80dc5ed0ef656ca,Anuken,2021-10-17 03:06:07,19,3,22,0.02148
Anuken,Mindustry,d5a2f13442bfd99e8b04d4262e6d506b6464a3d7,Anuken,2021-10-17 02:33:17,10,5,15,0.01465
Anuken,Mindustry,f03d3d89f35e89abe4f0b17d381a7bc2b6a2e1b3,Anuken,2021-10-16 22:43:43,1,1,2,0.00195
Anuken,Mindustry,717a620ff4ffc62675c980ee0b726c86d53d00a5,Anuken,2021-10-16 18:51:53,14,1,15,0.01465
Anuken,Mindustry,9dfd4d0049dc7ba70cc6926a200ce74376cdea83,Anuken,2021-10-16 17:01:07,1,0,1,0.00098
Anuken,Mindustry,290450de5bf762e2507a2dae3160edd364e93354,Anuken,2021-10-16 17:01:03,7,4,11,0.01074
Anuken,Mindustry,d970eb45e31a50d47b0959dfd2163726a8f5e7e8,web-flow,2021-10-16 16:45:16,1,0,1,0.00098
Anuken,Mindustry,b7f030eb1342fc4fd7c46274bfa9ed7af25f5829,Anuken,2021-10-16 16:30:00,100,14,114,0.11133
Anuken,Mindustry,f43e308dad8594adcc327aecb24e8b618402ac07,Anuken,2021-10-16 14:22:24,46,12,58,0.05664
Anuken,Mindustry,bd329f57d6a15ca58f525e565a58b5f8572f02bf,Anuken,2021-10-16 14:22:20,14,2,16,0.01562
Anuken,Mindustry,06bf2711a4fc41c29103ac45f74bb2cba33c395e,web-flow,2021-10-16 13:49:58,13,4,17,0.01660
Anuken,Mindustry,7ff9ad7351df628893c65a87d59cb90d6a380628,web-flow,2021-10-16 13:49:52,5,1,6,0.00586
Anuken,Mindustry,91acda56c1e9531b9e27b37247c9cf764fb174d3,web-flow,2021-10-16 13:49:37,12,0,12,0.01172
Anuken,Mindustry,0f29a0129220dc7ccfff231f59cbd0815bc54090,web-flow,2021-10-16 13:46:27,16,7,23,0.02246
Anuken,Mindustry,902f3695ee16ec07a92168101a08b35be12f121e,Anuken,2021-10-16 13:03:21,1,1,2,0.00195
Anuken,Mindustry,d5e239c610ecaf1d3b2ba12d5cfc4927f1d1f4d9,Anuken,2021-10-16 13:02:40,1,0,1,0.00098
Anuken,Mindustry,36064c63e309e787503f51974245e8edbceaa0e2,Anuken,2021-10-16 02:26:52,1,0,1,0.00098
Anuken,Mindustry,733e0e86f9d19e495657969eb5c2ccfac438f0ca,Anuken,2021-10-16 02:26:25,1,0,1,0.00098
Anuken,Mindustry,01a8a8bb4df9b98a45c5201cf5dff012ead3a459,Anuken,2021-10-16 01:40:13,1,1,2,0.00195
Anuken,Mindustry,4a979058c2acd60c383e18794cce0b30d2572ada,Anuken,2021-10-16 01:40:09,2,1,3,0.00293
Anuken,Mindustry,e06640935d93c6ffbc18d6ac3b48ae0e90e343a3,web-flow,2021-10-16 00:23:52,1,1,2,0.00195
Anuken,Mindustry,c3c3c2b522312c0cf5cfd98d3e15b93c58fd4ff6,Anuken,2021-10-15 22:53:37,8,9,17,0.01660
Anuken,Mindustry,956cbe792b0a88e6f0006311a67048ba9cf68937,Anuken,2021-10-15 22:48:59,8,9,17,0.01660
Anuken,Mindustry,73dae0da4709b45ce5dcee4608b5621517f2cc3b,Anuken,2021-10-15 22:46:11,6,6,12,0.01172
Anuken,Mindustry,a04e8f87a97e422b68c42b037a5873f94d858ea2,Anuken,2021-10-15 21:10:30,10,11,21,0.02051
Anuken,Mindustry,7a94af5e822aca0665a1bf1955f5fe4087d9c294,Anuken,2021-10-15 21:10:24,5,13,18,0.01758
Anuken,Mindustry,e9e5fea306caea6e6d2b72e2b2970bd14c442335,Anuken,2021-10-15 21:04:39,5,6,11,0.01074
Anuken,Mindustry,f683496440d735536db40878f142a5782dfc64c2,Anuken,2021-10-15 21:04:34,5,5,10,0.00977
Anuken,Mindustry,b66eb173d88e8ac056fdf4e283dd81d8d6cd8b98,web-flow,2021-10-15 20:07:15,5,6,11,0.01074
Anuken,Mindustry,176343e86237460c07ec2e08b470fe49f7d4ce18,Anuken,2021-10-15 18:24:48,29,17,46,0.04492
Anuken,Mindustry,816ab161dfb2c3fb6a75155fcd9cd3ca62e6d570,Anuken,2021-10-15 16:07:07,3,2,5,0.00488
Anuken,Mindustry,bccdd86f304412f14efad591f9a0de435ee8248a,Anuken,2021-10-15 15:41:00,3,3,6,0.00586
Anuken,Mindustry,9a5ac14bc3e0fe206fa9fa1b7bb32ccf555800d9,Anuken,2021-10-15 15:40:55,3,1,4,0.00391
Anuken,Mindustry,dc14f425931fc3c2775c9ee13a8df243f7f12ff8,web-flow,2021-10-15 13:33:26,2,2,4,0.00391
Anuken,Mindustry,18c5f508b127591aa65f28dc7bb8b8b610114769,web-flow,2021-10-15 02:41:33,1,1,2,0.00195
Anuken,Mindustry,d8cf65e24c5f4135bd13159235bfd4dd7a663b8b,Anuken,2021-10-15 01:59:02,4,3,7,0.00684
Anuken,Mindustry,3de9cfa1d7b584747c0fd04bafe18fd53fcbdddf,Anuken,2021-10-15 01:26:34,10,10,20,0.01953
Anuken,Mindustry,df156444e7e23c0fedb355679d6c170da44db991,Anuken,2021-10-15 01:24:19,2,2,4,0.00391
Anuken,Mindustry,8a3dd53aa2eb99095f7582a19819c2f032e87c0c,Anuken,2021-10-15 01:01:20,9,0,9,0.00879
Anuken,Mindustry,56d291c9631a64cce137f3b5ce39151fe59c5bbe,Anuken,2021-10-15 01:00:14,27,20,47,0.04590
Anuken,Mindustry,b855849e4a11587cd3a7b74eb311a2f7bccb368a,Anuken,2021-10-15 00:58:13,16,16,32,0.03125
Anuken,Mindustry,6b59c1cd83043a0e56ac31c860abdb42ea47b613,Anuken,2021-10-15 00:58:03,1017,379,1396,1.36328
Anuken,Mindustry,ef399d349cd184b6901516e29a1ea4b11bb68004,Anuken,2021-10-14 23:17:50,6,6,12,0.01172
Anuken,Mindustry,082edbff6f9df863ea31c9db0c7a11bf2c0d5b24,Anuken,2021-10-14 23:15:59,436,361,797,0.77832
Anuken,Mindustry,ad1c75d0507df9303bd31dac1f18ec2af05888eb,Anuken,2021-10-14 23:15:03,502,169,671,0.65527
Anuken,Mindustry,dcb84f9faf0c8dbf3ff1adf5ad15a81dfb80d95a,web-flow,2021-10-14 18:23:12,5,4,9,0.00879
Anuken,Mindustry,d5babe88e3c2773d5b6692f82ae58ec3097c5d1f,web-flow,2021-10-14 15:38:25,16,16,32,0.03125
Anuken,Mindustry,b30eb26eb760d979cdc819d7069ead973041d756,Anuken,2021-10-14 15:16:57,13,1,14,0.01367
Anuken,Mindustry,b5f639f51883386c1d0376fec65b213f1d31cc61,Anuken,2021-10-14 15:16:53,1,1,2,0.00195
Anuken,Mindustry,ec1124499f4815b4faa5ebba68458069a2eb5161,web-flow,2021-10-14 15:16:36,2,1,3,0.00293
Anuken,Mindustry,095cc27ea66a9d6dc23ef3a1fc5f76dbf5baeb5a,web-flow,2021-10-14 13:50:57,11,0,11,0.01074
Anuken,Mindustry,a2f40a556529385f10931287be300c10e5927903,Anuken,2021-10-13 23:35:04,11,5,16,0.01562
Anuken,Mindustry,1f1a5bde3e57dc98be2d9f684b07739a117e0c88,Anuken,2021-10-13 18:00:31,0,275,275,0.26855
Anuken,Mindustry,f96700320e9a4ea6c0a2f7db8cfca5c97294ca73,Anuken,2021-10-13 17:58:47,0,273,273,0.26660
Anuken,Mindustry,4a4b3368144fa2178d33228d0b10aa9cde399fbb,Anuken,2021-10-13 14:18:34,48,25,73,0.07129
Anuken,Mindustry,d2ec511edee2649aa720d57623b77c9adbf60cb3,Anuken,2021-10-13 13:53:52,12,5,17,0.01660
Anuken,Mindustry,1a839bce868ae29099d0073e220e1b876261d489,Anuken,2021-10-13 12:51:54,9,1,10,0.00977
Anuken,Mindustry,2e747a481a1fb0f1bc730d94fc7a27ac1d5dfacf,Anuken,2021-10-13 12:51:48,5,4,9,0.00879
Anuken,Mindustry,fdfe381b6eb7a2e9bfe13ab7a51214993e3b410a,web-flow,2021-10-13 02:32:58,9,1,10,0.00977
Anuken,Mindustry,9e01d1a69d339985644cdc4d317fa188572a618e,Anuken,2021-10-12 22:25:43,297,285,582,0.56836
Anuken,Mindustry,5e8a3137c1ae090f0fe425531a1d7f081e346514,Anuken,2021-10-12 22:25:37,7,16,23,0.02246
Anuken,Mindustry,8c3ecfdb064cf6aed09478103b87a20826bbb02a,web-flow,2021-10-12 21:36:59,2,2,4,0.00391
Anuken,Mindustry,fbca85fe0ad65b00bce8ea643b781cb2b54841a6,web-flow,2021-10-12 19:37:00,2,2,4,0.00391
Anuken,Mindustry,bf8276f50132e2d05521d9b2dd7aa67d7438e90a,web-flow,2021-10-12 19:36:29,96,96,192,0.18750
Anuken,Mindustry,1fc3974e1b4d9d068525ce2c094dbd7abb8274cb,web-flow,2021-10-12 19:34:51,4,0,4,0.00391
Anuken,Mindustry,c857c8a438178bea7ecf321cdda1fbb063d51fed,web-flow,2021-10-12 19:21:48,7,1,8,0.00781
Anuken,Mindustry,5b9e11cc6c48133f0db9b65f985ed2ac466e8c54,web-flow,2021-10-12 19:18:56,23,23,46,0.04492
Anuken,Mindustry,10b1ce2a3d65493e868909ff922d67ee90f1868d,web-flow,2021-10-12 19:18:25,23,23,46,0.04492
Anuken,Mindustry,5b3ae4ae159696e34c5ba904770f9536efd6fb60,web-flow,2021-10-12 18:16:22,186,184,370,0.36133
Anuken,Mindustry,90d589939a541a912d02bac6f599bd53ab1d839f,Anuken,2021-10-12 18:15:28,2,4,6,0.00586
Anuken,Mindustry,da225d15c7bea772c922785dafa1a29920012c9a,Anuken,2021-10-12 18:14:56,25,0,25,0.02441
Anuken,Mindustry,21549d251831254b3eeab741cb2c59f6bdc57ff7,web-flow,2021-10-12 18:14:51,21,0,21,0.02051
Anuken,Mindustry,e6863825d2658918d9d25a469000b3d7df62c8fd,web-flow,2021-10-12 18:14:20,4,0,4,0.00391
Anuken,Mindustry,44c47586a7b9995a11e91c1f030e69a138f38cca,Anuken,2021-10-12 16:36:20,2247,187,2434,2.37695
Anuken,Mindustry,25c8623e30f3d54221609c7867eeefd95d65cc03,Anuken,2021-10-12 16:35:46,1,1,2,0.00195
Anuken,Mindustry,d5f7fc842c6709e2a6349763ee18045233584b8f,Anuken,2021-10-12 12:25:00,8,5,13,0.01270
Anuken,Mindustry,da0fea51863d180dffdd9a47aafefe259319df75,Anuken,2021-10-11 14:30:44,36,26,62,0.06055
Anuken,Mindustry,6abb458c27cc6e9ccb6c2d6156306c9701140c8b,Anuken,2021-10-11 14:30:40,3,1,4,0.00391
Anuken,Mindustry,9cc738d86784451070c546b94176d1d55d7e1af8,web-flow,2021-10-11 13:03:42,1,2,3,0.00293
Anuken,Mindustry,171e348b49f9f1c23565b5205059d9c372ec114e,web-flow,2021-10-11 00:51:41,1,1,2,0.00195
Anuken,Mindustry,3c071bcf498c6e400a0966adf91b9e3fb6577adf,web-flow,2021-10-11 00:50:23,27,21,48,0.04688
Anuken,Mindustry,4030e71b313978659e9b28f0640e617d55b6c566,web-flow,2021-10-10 21:06:59,7,2,9,0.00879
Anuken,Mindustry,9f070323c22fffa11d9e112cd23e38fa1b20de70,Anuken,2021-10-10 18:11:12,1,1,2,0.00195
Anuken,Mindustry,8ae70f5f9aa7be2c33ecec6efed5a95fa79043d6,Anuken,2021-10-10 18:04:13,252,15,267,0.26074
Anuken,Mindustry,f5cb6f254277432f1396312f6984b116d07eabbd,Anuken,2021-10-10 18:04:08,3,0,3,0.00293
Anuken,Mindustry,871fcc9579f4d8118239aa212aa23afd3854892b,web-flow,2021-10-10 17:52:19,5,5,10,0.00977
Anuken,Mindustry,a9bb8b13103d525ccc863cbb77f72e4964a1dcd0,web-flow,2021-10-10 17:47:44,4,2,6,0.00586
Anuken,Mindustry,b9555393832c6e51c7f98218d4d1b56d4dee6595,web-flow,2021-10-10 17:40:59,235,0,235,0.22949
Anuken,Mindustry,8f8e03857526a47410ac58583288b9c1500ed83e,web-flow,2021-10-10 17:38:37,8,8,16,0.01562
Anuken,Mindustry,b2de197050a7d7e0bc10efefee49e0cf1fa48268,Anuken,2021-10-10 16:37:11,8,5,13,0.01270
Anuken,Mindustry,c60bd6f0dc967f9b304464ba62403686e6136684,Anuken,2021-10-10 16:37:07,36,45,81,0.07910
Anuken,Mindustry,8468214dd74e9780f11c74690eb62583191f9c32,web-flow,2021-10-10 14:29:58,8,5,13,0.01270
Anuken,Mindustry,919db8cc76937ca6b7c19bbca8b91fc069ae11f7,Anuken,2021-10-10 14:24:16,39,26,65,0.06348
Anuken,Mindustry,5ce5f347aaa51557411d1edbe0c2396b9aba5be6,Anuken,2021-10-10 14:24:10,2,2,4,0.00391
Anuken,Mindustry,758921c0777ecc5c0988c3a5001c728863c8b662,web-flow,2021-10-10 12:08:04,16,9,25,0.02441
Anuken,Mindustry,c22ede229e980b50fb901ce9dc33b5acec4b4952,web-flow,2021-10-09 21:15:43,13,13,26,0.02539
Anuken,Mindustry,1ca6db9cf5d8ea30e096cf2a42c16e8d7ec8a407,web-flow,2021-10-09 18:08:44,1,1,2,0.00195
Anuken,Mindustry,c5ed535519cc312c0b68f0b9d405b2ca24182493,web-flow,2021-10-09 18:07:56,8,2,10,0.00977
Anuken,Mindustry,6c86a64c743e9517cc8393a0718893c9f20b06f1,web-flow,2021-10-09 17:13:23,1,1,2,0.00195
Anuken,Mindustry,d24f7cb549f1d5d82f1f89916b8cf71d7c5636eb,Anuken,2021-10-09 16:54:26,1781,2,1783,1.74121
Anuken,Mindustry,f5d63133998e2dd66807d09e17cf1b77ab40966a,Anuken,2021-10-09 16:54:20,4,4,8,0.00781
Anuken,Mindustry,dc7ffbc8b88758d2722f45f27df3222992f3fef5,web-flow,2021-10-08 22:11:54,1775,0,1775,1.73340
Anuken,Mindustry,f9da6f890402a7113d23b57d056721baaa1e35ef,web-flow,2021-10-08 22:11:19,6,2,8,0.00781
Anuken,Mindustry,1ada42738f7a903bbfcf7d3f21655b9e95e381a7,Anuken,2021-10-07 18:35:13,1,1,2,0.00195
Anuken,Mindustry,04df23b88a3e8603a923a769035e568fbdce8044,Anuken,2021-10-07 18:35:09,4,4,8,0.00781
Anuken,Mindustry,200aa3e32bc949be5177302fc8e37eb0f1e7280e,web-flow,2021-10-07 16:47:52,1,1,2,0.00195
Anuken,Mindustry,083321d6c78a4ab3e14912aaef38be0a4484d29f,Anuken,2021-10-07 16:07:32,1,1,2,0.00195
Anuken,Mindustry,00be5b7fa5a1d98b90ff40924ceccefa70ec4688,Anuken,2021-10-07 16:07:26,1,1,2,0.00195
Anuken,Mindustry,55537f09dcfd354a9102bfcd632e6700c2c0ef8a,web-flow,2021-10-07 13:32:24,1,1,2,0.00195
Anuken,Mindustry,d43157fd22f0d3c9ee7d6d315ab2526b0e9b2642,Anuken,2021-10-06 17:29:31,1,1,2,0.00195
Anuken,Mindustry,60a430025aeb272c00c298edb1827b72cc9c3fec,Anuken,2021-10-06 17:09:53,58,41,99,0.09668
Anuken,Mindustry,3f53315a07ff481d52a4e03b23d7588630c90f01,Anuken,2021-10-06 17:09:45,4,14,18,0.01758
Anuken,Mindustry,6e3de7802683891df288d0f488ec88be062c4ef8,web-flow,2021-10-06 14:23:32,10,3,13,0.01270
Anuken,Mindustry,a4963f351d048804cc9189ee8065e75af82daaf2,web-flow,2021-10-06 03:05:33,1,1,2,0.00195
Anuken,Mindustry,df5c31a0e780ef305975b68f4f8161c7ccd49ec2,web-flow,2021-10-06 02:22:27,1,0,1,0.00098
Anuken,Mindustry,17af905d52f7272bdbbeebaf0dfe21814aacddc9,web-flow,2021-10-06 02:18:18,39,35,74,0.07227
Anuken,Mindustry,f2139fad6e012f159ae1ea95e375b185f1c12df2,web-flow,2021-10-06 02:18:06,7,2,9,0.00879
Anuken,Mindustry,19b881561f029820955069e2692d1e80e09d6bff,Anuken,2021-10-06 01:46:41,73,5,78,0.07617
Anuken,Mindustry,785ba7910d46a9ccb53bad66612917491f40c20e,Anuken,2021-10-05 21:06:17,20,8,28,0.02734
Anuken,Mindustry,3030308f09d21638b54f3b8fbef86e0b2708cefe,Anuken,2021-10-05 21:06:09,1,1,2,0.00195
Anuken,Mindustry,4ed471f77b05264cb5e2fac5f848e17fc210bca3,web-flow,2021-10-05 17:42:06,1,1,2,0.00195
Anuken,Mindustry,373c73f492126ef43b352ca0dc3b1d3e2e3f0bea,web-flow,2021-10-05 17:00:11,4,0,4,0.00391
Anuken,Mindustry,bc3da30d455a6c5b7286425c1efd4458c1e19689,web-flow,2021-10-05 16:36:29,11,3,14,0.01367
Anuken,Mindustry,56fe1bfa68f4a9bb3e9956123f3eb2a00709af6e,Anuken,2021-10-05 16:08:58,72,33,105,0.10254
Anuken,Mindustry,77736f227f23d9959b5baca9200dade37df1b7fc,web-flow,2021-10-04 18:39:55,3,3,6,0.00586
Anuken,Mindustry,6d49bd39be8f2878fab76a8278ba3a92047eed57,web-flow,2021-10-04 13:21:02,1,1,2,0.00195
Anuken,Mindustry,0d0fe394d32a3568082d1d160cc5ccdfc70efa59,Anuken,2021-10-03 17:12:20,7,2,9,0.00879
Anuken,Mindustry,aed57aaac30909506d7811030f3e5222fc4386b1,Anuken,2021-10-03 15:21:53,39,21,60,0.05859
Anuken,Mindustry,b20cdb97c56671477e84ba0dbd62ce9fb5292ccc,Anuken,2021-10-02 17:01:54,3,1,4,0.00391
Anuken,Mindustry,d95662233cba707f804d0dfc21f9f958321d3f5b,Anuken,2021-10-02 16:05:02,3,2,5,0.00488
Anuken,Mindustry,ce7e91f17b0c3d89d4cc980ce1289a34aa3f7ccb,Anuken,2021-10-02 12:42:12,1,1,2,0.00195
Anuken,Mindustry,db6b8abce687e5bde1d350fcc9729095db0d1f9d,Anuken,2021-10-02 12:42:07,18,5,23,0.02246
Anuken,Mindustry,8c685eaedbafa5081e57d4c33c5c1c3dbbf3c450,Anuken,2021-10-01 23:01:52,2,2,4,0.00391
Anuken,Mindustry,3e2da3595fc88562239f16752ab8117273864873,web-flow,2021-10-01 17:47:32,1,1,2,0.00195
Anuken,Mindustry,60fe1e557030febe34fe3dcfb8ea345e86ad91e0,Anuken,2021-10-01 16:10:50,1,1,2,0.00195
Anuken,Mindustry,67ed6ddd18142ca5be840ec492a00c71a4b1e839,Anuken,2021-10-01 13:44:45,1,1,2,0.00195
Anuken,Mindustry,b2cd4e8ec0212de827343986707f3ce0ce2882d4,Anuken,2021-10-01 13:43:20,2,2,4,0.00391
Anuken,Mindustry,10b8a6e4a5542ff1deee70fdbd8c67a6bb633b51,Anuken,2021-10-01 13:41:33,235,57,292,0.28516
Anuken,Mindustry,b265ddac03e6cd434811ead1a4d037f5e17ea3e0,Anuken,2021-10-01 13:28:23,1,1,2,0.00195
Anuken,Mindustry,ee26f51d7adb2d50869feeade2a0fc0bc350ae81,Anuken,2021-09-30 22:32:31,1,3,4,0.00391
Anuken,Mindustry,0483e3f900e397b05572b57ac4f663f0c605b6e2,Anuken,2021-09-30 22:22:50,137,25,162,0.15820
Anuken,Mindustry,9939d6065a843351557eab3bbf9bc56e6d630a67,Anuken,2021-09-30 21:33:23,12,2,14,0.01367
Anuken,Mindustry,c2261276487c3dc52990c1f603fa757c0d0cded0,Anuken,2021-09-30 21:33:17,26,1,27,0.02637
Anuken,Mindustry,e0b1c49e0b108b255873babeba51f35c85e270c7,web-flow,2021-09-30 21:01:24,2,1,3,0.00293
Anuken,Mindustry,558fb26dcb03862fca9c53575a1ebb8a81d9144e,web-flow,2021-09-30 17:03:28,9,1,10,0.00977
Anuken,Mindustry,78a4572388f0cefe4f5b710eff1d5c5e9c9ad45d,web-flow,2021-09-30 17:01:52,1,0,1,0.00098
Anuken,Mindustry,6f6590d5bb9fd2b9510e0bab284f667559e29f40,Anuken,2021-09-30 02:39:33,33,15,48,0.04688
Anuken,Mindustry,efb9df7b1b62adab6396abb2573a2885ca0f9c28,web-flow,2021-09-29 23:35:47,20,11,31,0.03027
Anuken,Mindustry,a04b385f56efb8832319bcce982b4fab479b1876,web-flow,2021-09-29 12:38:51,3,1,4,0.00391
Anuken,Mindustry,01d6aee754259d4f8ea73399afac11062e16e868,web-flow,2021-09-29 00:43:40,4,0,4,0.00391
Anuken,Mindustry,603c871e6e51e31e5fd078af41eb5bcf222bc550,Anuken,2021-09-28 22:52:48,1,1,2,0.00195
Anuken,Mindustry,5f3cef251bd101fc98ab7a29965f58347f40fb1a,Anuken,2021-09-28 22:45:09,445,141,586,0.57227
Anuken,Mindustry,71543f2ab25c59956cde5e4eca8553fbe71fb6d9,Anuken,2021-09-28 21:20:20,45,6,51,0.04980
Anuken,Mindustry,7f415588f4f413922ed7997e37948b3104dbe77a,Anuken,2021-09-28 18:41:35,22,42,64,0.06250
Anuken,Mindustry,c6c374f672222c8dc8cdaf59b6caf0b715da7032,Anuken,2021-09-28 15:28:58,1,3,4,0.00391
Anuken,Mindustry,d226ffe633db897e92f0348f74d0bca412dc5b20,Anuken,2021-09-28 15:28:53,2,2,4,0.00391
Anuken,Mindustry,182dfc5f384033c6f66563d880d334f64316ddf0,web-flow,2021-09-28 12:41:40,1,1,2,0.00195
Anuken,Mindustry,366822e4d19a5f449aca523f1dc47515388fc2bf,web-flow,2021-09-28 02:25:22,0,2,2,0.00195
Anuken,Mindustry,8f53822a6e1101446b4b152cce9cc6188350b31e,Anuken,2021-09-28 01:11:25,1,1,2,0.00195
Anuken,Mindustry,c814ef0012ba2645090313b2e5b4a46b023af700,Anuken,2021-09-28 01:11:21,2,2,4,0.00391
Anuken,Mindustry,30e6bb2625f7201c710f5a532da2610f04431645,web-flow,2021-09-27 23:11:48,1,1,2,0.00195
Anuken,Mindustry,f5a0528c731e25b1db9f29645aa29868ff9881ff,Anuken,2021-09-27 23:02:10,8,2,10,0.00977
Anuken,Mindustry,f5a2ed900d9c9eabbdf7f72296ea6c1c86826a64,Anuken,2021-09-27 23:02:06,1,3,4,0.00391
Anuken,Mindustry,2f9bf6e13fb602b1424c0553299973f044b736b6,web-flow,2021-09-27 19:11:36,8,2,10,0.00977
Anuken,Mindustry,13b92519f17eed61f58835e2f675099abcb0517e,Anuken,2021-09-27 19:07:34,1,0,1,0.00098
Anuken,Mindustry,61a28aca91bd99d409042de753527e99f880f877,Anuken,2021-09-27 19:07:10,462,16,478,0.46680
Anuken,Mindustry,7c00b54191cc2782785b9f7b5ccbd31666061b31,Anuken,2021-09-27 18:51:50,1,363,364,0.35547
Anuken,Mindustry,dbd31b9031ba2c989283808d131e2268dbca2174,web-flow,2021-09-27 18:46:28,58,3,61,0.05957
Anuken,Mindustry,083c21ea3f18f5b1b7bd4b792e43701b0e69a1aa,web-flow,2021-09-27 15:55:56,41,11,52,0.05078
Anuken,Mindustry,6fb7f4fe2688782b9c37b156e2e3ec0d8d31b021,web-flow,2021-09-27 15:55:34,2,2,4,0.00391
Anuken,Mindustry,a21942e40192148587853613ffb12e44654b3458,Anuken,2021-09-27 15:36:03,4,4,8,0.00781
Anuken,Mindustry,bf89ef1e5eb874481153e3cb4be91cd60018f384,web-flow,2021-09-27 15:33:12,98,13,111,0.10840
Anuken,Mindustry,2d2052e39f63050ac9cf55f4a1a2a82ea3f14de0,Anuken,2021-09-27 15:00:33,4,0,4,0.00391
Anuken,Mindustry,7bf85d9f8460f281e24e50bd5b607cee1d8c24d9,Anuken,2021-09-27 13:18:53,36,17,53,0.05176
Anuken,Mindustry,ed1557b5ac1490be6f780dba23a7b9e7cc001724,Anuken,2021-09-27 13:18:46,32,8,40,0.03906
Anuken,Mindustry,8a3d46b4a7404567a8aacc81a0d4008a6fe5c6b7,Anuken,2021-09-27 12:58:22,14,1,15,0.01465
Anuken,Mindustry,5e0f4046023ade724e5ccef09e5051823105e89f,web-flow,2021-09-26 15:40:15,1,1,2,0.00195
Anuken,Mindustry,0185f8bc5a4851f2a573da14a38dcbc1f3e1d343,web-flow,2021-09-26 12:33:05,4,0,4,0.00391
Anuken,Mindustry,94d9ca472758bbc65f0f8c73c2b210bcb9d05dd7,web-flow,2021-09-26 12:31:21,20,12,32,0.03125
Anuken,Mindustry,d13c7a959febf0064dec35470b5e0e3c96be17e5,Anuken,2021-09-25 13:31:03,56,4,60,0.05859
Anuken,Mindustry,d79ab3ec3ee68c738e612942befddfca7106712b,web-flow,2021-09-25 12:50:20,1,0,1,0.00098
Anuken,Mindustry,50cc340b20c7d3d0d6445e14bbe3af6d3512dab0,web-flow,2021-09-25 01:28:20,10,4,14,0.01367
Anuken,Mindustry,096826a36fabd7309efd246fa1ddb22ca739b79b,Anuken,2021-09-25 01:27:21,8,1,9,0.00879
Anuken,Mindustry,dac17aa2b72634d633622bcecef4515bdef8f554,Anuken,2021-09-23 23:44:46,1,0,1,0.00098
Anuken,Mindustry,29242249bd5727d8833deebf2832f8f2523e0aae,Anuken,2021-09-23 23:44:42,26,0,26,0.02539
Anuken,Mindustry,de7dfc75f90c03571c19a14d5feb3f0311077277,Anuken,2021-09-23 21:34:19,31,2,33,0.03223
